all genes,,,,,,,,,,,,,,,,,,,
BAC screening 1,,,,,,,,,,,,,,,,,,,
Sample ()*,input pool 1,,output pool 1,,input pool 2,,output pool 2,,input pool 3,,output pool 3,,,,,,,,
A_07_P000601,1,3340.569,0.74893165,2094.635,1,3163.217,0.8110841,2038.691,0.99999994,2424.497,0.99190015,2227.092,"degrades sigma32, integral membrane peptidase, cell division protein [b3178]",hflB,"protease, ATP-dependent zinc-metallo",GO:0009274(peptidoglycan-based cell wall)|GO:0019866(organelle inner membrane),chr:3323238-3323179,947690,b3178
A_07_P000609,1,1504.739,0.87330663,1100.205,1,1752.546,0.8000273,1114.117,1,1382.359,0.9134055,1169.319,cell division protein [b3179],rrmJ,23S rRNA methyltransferase,,chr:3325177-3325118,947689,b3179
A_07_P000614,1,2449.097,0.8319239,1705.828,0.99999994,2590.135,0.79988813,1646.297,0.99999994,2218.241,0.8356998,1716.752,"orf, hypothetical protein [b3180]",yhbY,predicted RNA-binding protein,,chr:3326032-3326091,947688,b3180
A_07_P000616,0.99999994,4058.873,0.8266828,2809.248,1,4139.895,0.8303638,2731.582,1,3419.902,0.8908002,2821.256,transcription elongation factor: cleaves 3 nucleotide of paused mRNA [b3181],greA,transcription elongation factor,"GO:0005737(cytoplasm)|GO:0006350(transcription)|GO:0006355(regulation of transcription, DNA-dependent)",chr:3326404-3326345,947696,b3181
A_07_P000621,1,2899.459,0.77472353,1880.656,1,2826.482,0.7566445,1699.396,1,2416.159,0.8595613,1923.317,"D-alanyl-D-alanine carboxypeptidase, fraction B; penicillin-binding protein 4 [b3182]",dacB,D-alanyl-D-alanine carboxypeptidase,GO:0009252(peptidoglycan biosynthetic process)|GO:0009274(peptidoglycan-based cell wall)|GO:0042493(response to drug)|GO:0042597(periplasmic space),chr:3328343-3328402,947693,b3182
A_07_P012391,0.99999994,1320.863,0.7661885,847.3037,1,1245.789,0.76140904,753.7356,0.99999994,1084.91,1.0259212,1030.757,putative GTP-binding factor [b3183],obgE,GTPase involved in cell partioning and DNA repair,,chr:3328729-3328670,947694,b3183
A_07_P012400,0.99999994,2027.535,0.8280685,1405.66,1,2246.091,0.7729527,1379.548,1,1961.945,0.87830716,1595.812,"orf, hypothetical protein [b3184]",yhbE,conserved inner membrane protein,GO:0009274(peptidoglycan-based cell wall),chr:3330184-3330125,947699,b3184
A_07_P012404,1,2810.86,0.8129871,1913.236,1,2693.834,0.8062321,1725.788,1,2184.796,0.82345384,1666.091,50S ribosomal subunit protein L27 [b3185],rpmA,50S ribosomal subunit protein L27,GO:0003735(structural constituent of ribosome)|GO:0005737(cytoplasm)|GO:0006412(translation),chr:3330968-3330909,945190,b3185
A_07_P012406,0.99999994,2847.005,0.8203766,1955.452,1,2950.496,0.81257844,1905.096,1,2358.363,0.82773024,1807.79,50S ribosomal subunit protein L21 [b3186],rplU,50S ribosomal subunit protein L21,GO:0003735(structural constituent of ribosome)|GO:0005737(cytoplasm)|GO:0006412(translation),chr:3331273-3331214,949057,b3186
A_07_P012413,1,5863.542,0.7630849,3746.093,1,5403.382,0.84180945,3614.398,1,4391.541,0.89849114,3654.09,octaprenyl diphosphate synthase [b3187],ispB,octaprenyl diphosphate synthase,,chr:3332355-3332414,947364,b3187
A_07_P012418,1,3315.138,0.80664384,2238.871,1,3196.342,0.8108758,2059.511,1,2870.187,0.87371963,2322.367,regulatory factor of maltose metabolism; similar to Ner repressor protein of phage Mu [b3188],sfsB,DNA-binding transcriptional activator of maltose metabolism,GO:0005737(cytoplasm)|GO:0006350(transcription)|GO:0016052(carbohydrate catabolic process)|GO:0016563(transcription activator activity),chr:3333150-3333209,947960,b3188
A_07_P012421,1,1863.578,0.77324575,1206.454,1,1758.762,0.85618144,1196.546,1,1538.828,0.88839716,1266.035,first step in murein biosynthesis;UDP-N-glucosamine 1-carboxyvinyltransferase [b3189],murA,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,GO:0009252(peptidoglycan biosynthetic process)|GO:0009274(peptidoglycan-based cell wall),chr:3333478-3333419,947703,b3189
A_07_P012426,1,2243.945,0.794234,1492.129,1,2128.997,0.80670226,1364.724,0.99999994,2023.569,0.77684003,1455.788,"orf, hypothetical protein [b3190]",yrbA,predicted DNA-binding transcriptional regulator,"GO:0006355(regulation of transcription, DNA-dependent)",chr:3334698-3334639,947958,b3190
A_07_P010562,1,2204.88,0.79831994,1473.695,1,2254.079,0.79026514,1415.463,1,1839.068,0.8589872,1462.962,"orf, hypothetical protein [b3191]",yrbB,predicted protein,,chr:3335050-3334991,947954,b3191
A_07_P012436,1,7193.996,0.82687634,4980.31,1,6947.49,0.81551695,4502.124,1,6185.458,0.85659504,4906.773,"orf, hypothetical protein [b3192]",yrbC,predicted ABC-type organic solvent transporter,GO:0005737(cytoplasm),chr:3335754-3335695,947710,b3192
A_07_P012441,1,2073.784,0.6798418,1180.367,1,1637.59,0.86306435,1123.065,1,1314.099,0.8774292,1067.797,"orf, hypothetical protein [b3193]",yrbD,predicted ABC-type organic solvent transporter,,chr:3336049-3335990,947712,b3193
A_07_P012449,1,3445.096,0.8157423,2352.881,1,3528.792,0.7913326,2218.92,0.99999994,3164.93,0.8130575,2383.054,"orf, hypothetical protein [b3194]",yrbE,predicted toluene transporter subunit: membrane component of ABC superfamily,,chr:3336842-3336783,947732,b3194
A_07_P012451,1,3773.185,0.8707166,2750.62,1,3841.357,0.8181354,2497.275,1,3766.633,0.767981,2678.874,putative ATP-binding component of a transport system [b3195],yrbF,predicted toluene transporter subunit: ATP-binding component of ABC superfamily,GO:0005737(cytoplasm),chr:3337829-3337770,947729,b3195
A_07_P012460,1,4295.557,0.76808304,2762.316,1,3739.471,0.81807065,2430.846,1,3463.322,0.76558316,2455.465,"orf, hypothetical protein [b3196]",yrbG,predicted calcium/sodium:proton antiporter,GO:0005432(calcium:sodium antiporter activity)|GO:0009274(peptidoglycan-based cell wall)|GO:0019866(organelle inner membrane),chr:3339205-3339264,947730,b3196
A_07_P012461,1,2947.202,0.7861463,1939.809,1,2817.428,0.7713224,1726.813,0.99999994,2612.574,0.8091561,1957.715,putative isomerase [b3197],kdsD,D-arabinose 5-phosphate isomerase,,chr:3340019-3340078,947734,b3197
A_07_P012468,1,7594.924,0.8137841,5174.618,1,7210.623,0.86006963,4927.912,1,6567.014,0.8226157,5002.804,"orf, hypothetical protein [b3198]",kdsC,3-deoxy-D-manno-octulosonate 8-phosphate phosphatase,,chr:3340497-3340556,947717,b3198
A_07_P012474,1,3362.025,0.72802025,2049.227,1,3081.814,0.78227204,1915.67,1,2616.268,0.83774775,2029.757,"orf, hypothetical protein [b3199]",yrbK,conserved protein,,chr:3341352-3341411,947722,b3199
A_07_P012476,1,4905.437,0.75072885,3083.234,1,4332.614,0.8422712,2899.736,0.99999994,3874.339,0.7468642,2679.71,"orf, hypothetical protein [b3200]",lptA,predicted transporter subunit: periplasmic-binding component of ABC superfamily,,chr:3341803-3341862,947920,b3200
A_07_P012485,1,3458.347,0.7019128,2032.345,1,2928.874,0.78732294,1832.357,1,2671.811,0.82636464,2044.683,putative ATP-binding component of a transport system [b3201],lptB,predicted transporter subunit: ATP-binding component of ABC superfamily,GO:0005737(cytoplasm),chr:3342632-3342691,947725,b3201
A_07_P012490,1,1809.278,0.7813584,1183.59,1,1859.841,0.78683007,1162.822,1,1500.322,0.89341706,1241.33,"RNA polymerase, sigma [b3202]",rpoN,"RNA polymerase, sigma 54 (sigma N) factor",GO:0006350(transcription)|GO:0006807(nitrogen compound metabolic process),chr:3343911-3343970,947714,b3202
A_07_P012495,1,2286.112,0.7684665,1470.849,1,2071.428,0.79289335,1305.092,1,1654.539,0.88079286,1349.582,probable sigma-54 modulation protein [b3203],hpf,"predicted ribosome-associated, sigma 54 modulation protein",GO:0006350(transcription),chr:3344411-3344470,947718,b3203
A_07_P012498,0.99999994,3951.751,0.8559741,2832.017,0.99999994,3897.37,0.81130713,2512.543,1,3378.265,0.83216834,2603.475,"phosphotransferase system enzyme IIA, regulates N metabolism [b3204]",ptsN,sugar-specific enzyme IIA component of PTS,,chr:3344607-3344666,947721,b3204
A_07_P012503,0.99999994,2002.457,0.83599985,1401.571,1,1877.672,0.80997,1208.496,1,1646.473,0.8909552,1358.498,"orf, hypothetical protein [b3205]",yhbJ,predicted protein with nucleoside triphosphate hydrolase domain,,chr:3345788-3345847,947727,b3205
A_07_P012510,1,2863.004,0.81354016,1950.054,1,2792.014,0.8209365,1821.309,1,2696.938,0.82455355,2059.389,"phosphocarrier protein HPr-like NPr, nitrogen related, exchanges phosphate with Enzyme I, Hpr [b3206]",npr,phosphohistidinoprotein-hexose phosphotransferase component of N-regulated PTS system (Npr),GO:0005737(cytoplasm)|GO:0006464(protein modification process),chr:3346050-3346109,947914,b3206
A_07_P012512,1,2979.722,0.8719928,2175.376,1,3088.535,0.7763194,1905.239,1,2568.176,0.8768169,2085.366,"orf, hypothetical protein [b3207]",yrbL,predicted protein,,chr:3346742-3346801,947910,b3207
A_07_P012516,1,2315.578,0.8153475,1580.694,1,2222.61,0.7715344,1362.621,1,1935.213,0.76929647,1378.704,putative peptidoglycan enzyme [b3208],mtgA,biosynthetic peptidoglycan transglycosylase,GO:0009252(peptidoglycan biosynthetic process)|GO:0009274(peptidoglycan-based cell wall),chr:3347496-3347437,947728,b3208
A_07_P012521,1,2515.259,0.8180911,1722.781,1,2348.01,0.85457915,1594.442,1,2324.607,0.8588337,1848.873,sigma cross-reacting protein 27A [b3209],elbB,isoprenoid biosynthesis protein with amidotransferase-like domain,,chr:3347958-3347899,947903,b3209
A_07_P012528,1,3450.824,0.8293595,2396.135,1,3465.895,0.8731626,2404.734,1,3314.65,0.73736936,2263.452,"aerobic respiration sensor-response protein; histidine protein kinase/phosphatase, sensor for arcA [b3210]",arcB,hybrid sensory histidine kinase in two-component regulatory system with ArcA,GO:0006464(protein modification process)|GO:0009060(aerobic respiration)|GO:0009274(peptidoglycan-based cell wall)|GO:0019866(organelle inner membrane),chr:3348948-3348889,947887,b3210
A_07_P012531,1,3736.071,0.83524764,2612.619,1,3742.161,0.87761587,2609.657,1,3606.059,0.7954668,2656.461,"orf, hypothetical protein [b3211]",yhcC,predicted Fe-S oxidoreductase,,chr:3352060-3352001,947733,b3211
A_07_P012538,1,3201.668,0.8337348,2234.858,1,3114.481,0.7982118,1975.424,1,2773.183,0.83188134,2136.429,"glutamate synthase, large subunit [b3212]",gltB,"glutamate synthase, large subunit",GO:0006537(glutamate biosynthetic process)|GO:0006807(nitrogen compound metabolic process),chr:3356117-3356176,947724,b3212
A_07_P012545,1,820.5491,0.8836505,607.0588,1,790.6261,0.82843834,520.4606,1,635.9378,0.9367319,551.6688,"glutamate synthase, small subunit [b3213]",gltD,"glutamate synthase, 4Fe-4S protein, small subunit",GO:0006537(glutamate biosynthetic process)|GO:0006807(nitrogen compound metabolic process),chr:3357809-3357868,947723,b3213
A_07_P012550,1,2668.523,0.8637893,1929.854,1,2516.289,0.8862549,1772.049,1,2359.08,0.7486393,1635.55,"regulator of gltBDF operon, induction of Ntr enzymes [b3214]",gltF,periplasmic protein,"GO:0006355(regulation of transcription, DNA-dependent)|GO:0006537(glutamate biosynthetic process)|GO:0006807(nitrogen compound metabolic process)|GO:0042597(periplasmic space)",chr:3359561-3359620,947746,b3214
A_07_P012555,1,5530.776,0.8911616,4126.56,1,5984.472,0.9186457,4368.481,1,6222.432,0.7380572,4253.032,putative chaperone [b3215],yhcA,predicted periplasmic chaperone protein,GO:0006457(protein folding),chr:3360649-3360708,947741,b3215
A_07_P012557,1,7760.88,0.7562596,4913.914,1,6354.35,0.9042512,4565.799,1,5927.64,0.7913855,4344.286,putative outer membrane protein [b3216],yhcD,predicted outer membrane protein,GO:0009274(peptidoglycan-based cell wall)|GO:0009279(cell outer membrane),chr:3363086-3363145,947738,b3216
A_07_P012561,1,29468.56,1.0358047,25555.39,0.99999994,33587.15,1.0075328,26889.88,1,27864.8,1.1734377,30280.6,"orf, hypothetical protein [b3217]",yhcE,pseudo,,chr:3363587-3363646,4056032,b3217
A_07_P012566,1,4400.267,0.8003736,2948.611,1,4114.301,0.8554199,2796.61,1,3420.193,0.8384671,2655.738,putative transcriptional regulator [b3219],yhcF,predicted transcriptional regulator,"GO:0006350(transcription)|GO:0006355(regulation of transcription, DNA-dependent)",chr:3365467-3365526,947735,b3219
A_07_P012573,1,3927.029,0.7786389,2560.035,1,3624.739,0.8167778,2352.541,1,3261.295,0.64684856,1953.625,"orf, hypothetical protein [b3220]",yhcG,conserved protein,,chr:3366880-3366939,947739,b3220
A_07_P012577,1,5043.076,0.82010585,3462.67,1,5065.984,0.8393624,3378.857,1,4323.075,0.8744544,3500.89,"orf, hypothetical protein [b3221]",yhcH,conserved protein,,chr:3367210-3367151,947750,b3221
A_07_P012584,1,1670.33,0.8010293,1120.202,1,1615.063,0.81568396,1046.81,1,1486.222,0.8117618,1117.277,putative NAGC-like transcriptional regulator [b3222],nanK,predicted N-acetylmannosamine kinase,GO:0005737(cytoplasm)|GO:0046349(amino sugar biosynthetic process),chr:3368137-3368078,947757,b3222
A_07_P012586,0.99999994,2369.561,0.84197634,1670.373,1,2237.739,0.7735887,1375.549,1,2075.737,0.7969464,1531.969,putative enzyme [b3223],nanE,predicted N-acetylmannosamine-6-P epimerase,GO:0005737(cytoplasm)|GO:0046349(amino sugar biosynthetic process),chr:3368854-3368795,947745,b3223
A_07_P012591,1,4283.331,0.9129675,3274.03,1,4759.114,0.83143544,3144.207,1,4181.251,0.9037783,3499.586,sialic acid transporter [b3224],nanT,sialic acid transporter,GO:0009274(peptidoglycan-based cell wall)|GO:0019866(organelle inner membrane)|GO:0046349(amino sugar biosynthetic process),chr:3369695-3369636,947740,b3224
A_07_P012599,1,3999.477,0.87907016,2943.557,1,3919.194,0.80039525,2492.63,1,3542.729,0.7739852,2539.33,N-acetylneuraminate lyase [b3225],nanA,N-acetylneuraminate lyase,"GO:0042280(cell surface antigen activity, host-interacting)|GO:0046349(amino sugar biosynthetic process)",chr:3370905-3370846,947742,b3225
A_07_P012605,0.99999994,3563.016,0.924406,2757.568,1,3693.566,0.7808403,2291.736,1,3270.322,0.8236174,2494.391,putative FADA-type transcriptional regulator [b3226],nanR,DNA-binding transcriptional dual regulator,GO:0006350(transcription)|GO:0016564(transcription repressor activity),chr:3371883-3371824,945468,b3226
A_07_P012607,1,3197.598,0.77219623,2067.27,1,2996.823,0.7564085,1801.25,1,2790.061,0.67404354,1741.607,putative transport protein [b3227],dcuD,predicted transporter,GO:0009274(peptidoglycan-based cell wall)|GO:0019866(organelle inner membrane),chr:3373713-3373772,946575,b3227
A_07_P012612,1,3185.191,0.81820524,2181.943,1,3085.688,0.7971854,1954.645,1,2734.525,0.8529167,2159.917,stringent starvation protein B [b3228],sspB,ClpXP protease specificity-enhancing factor,GO:0042594(response to starvation),chr:3374454-3374395,944774,b3228
A_07_P012616,0.99999994,2078.622,0.7753314,1349.3,1,1894.582,0.81843954,1232.13,1,1709.099,0.8657066,1370.208,regulator of transcription; stringent starvation protein A [b3229],sspA,stringent starvation protein A,"GO:0005737(cytoplasm)|GO:0006350(transcription)|GO:0006355(regulation of transcription, DNA-dependent)|GO:0042594(response to starvation)",chr:3374875-3374816,944744,b3229
A_07_P012625,1,3226.898,0.8228581,2223.084,1,3173.571,0.84876233,2140.38,1,1550.085,1.5850091,2275.285,30S ribosomal subunit protein S9 [b3230],rpsI,30S ribosomal subunit protein S9,GO:0003735(structural constituent of ribosome)|GO:0005737(cytoplasm)|GO:0006412(translation),chr:3376158-3376099,949000,b3230
A_07_P012630,1,2351.936,0.8455046,1664.896,1,2382.143,0.78401995,1484.06,1,1990.859,0.86262435,1590.416,50S ribosomal subunit protein L13 [b3231],rplM,50S ribosomal subunit protein L13,GO:0003735(structural constituent of ribosome)|GO:0005737(cytoplasm)|GO:0006412(translation),chr:3376546-3376487,947828,b3231
A_07_P012632,1,3592.774,0.8446567,2540.714,1,3797.696,0.7898248,2383.458,1,3352.51,0.86092544,2672.909,"orf, hypothetical protein [b3232]",yhcM,conserved protein with nucleoside triphosphate hydrolase domain,,chr:3377166-3377107,947821,b3232
A_07_P012640,1,2103.537,0.81797045,1440.567,0.99999994,2143.414,0.75482506,1285.609,1,1697.29,0.93850875,1475.173,"orf, hypothetical protein [b3233]",yhcB,conserved protein,,chr:3378283-3378342,947815,b3233
A_07_P012641,1,3628.705,0.8883485,2698.862,1,3965.548,0.7953988,2506.367,0.99999994,3548.541,0.7776286,2555.469,serine endoprotease [b3234],degQ,"serine endoprotease, periplasmic",,chr:3379903-3379962,947812,b3234
A_07_P012649,1,4214.629,0.689865,2434.272,1,3513.868,0.8451962,2359.932,1,3145.373,0.86054695,2506.659,protease [b3235],degS,"serine endoprotease, periplasmic",GO:0006508(proteolysis)|GO:0008233(peptidase activity)|GO:0042597(periplasmic space),chr:3380607-3380666,947865,b3235
A_07_P012651,1,2978.264,0.8420468,2099.641,1,2948.071,0.8054674,1886.872,1,2219.645,0.9219156,1895.061,malate dehydrogenase [b3236],mdh,"malate dehydrogenase, NAD(P)-binding",GO:0006094(gluconeogenesis)|GO:0006099(tricarboxylic acid cycle)|GO:0006113(fermentation)|GO:0009061(anaerobic respiration)|GO:0009436(glyoxylate catabolic process)|GO:0016052(carbohydrate catabolic process),chr:3381883-3381824,947854,b3236
A_07_P012656,1,2477.749,0.78381544,1625.986,1,2438.023,0.8360861,1619.74,1,1927.622,0.8883454,1585.814,repressor of arg regulon; cer-mediated site specific recombination [b3237],argR,"DNA-binding transcriptional dual regulator, L-arginine-binding",GO:0005737(cytoplasm)|GO:0006350(transcription)|GO:0006526(arginine biosynthetic process)|GO:0016564(transcription repressor activity),chr:3382967-3383026,947861,b3237
A_07_P012663,1,3447.6038,0.8664218,2500.8774,1,3894.8362,0.8113706,2511.1057,1,3427.2263,0.852522,2705.8074,"orf, hypothetical protein [b3238]",yhcN,conserved protein,,chr:3383564-3383623,947835,b3238
A_07_P012666,1,4134.294,0.8592716,2974.25,1,4441.313,0.8366264,2952.565,1,3906.893,0.83242184,3011.782,"orf, hypothetical protein [b3239]",yhcO,predicted barnase inhibitor,,chr:3384027-3383968,947830,b3239
A_07_P012673,0.99999994,1463.587,0.84105957,1030.602,1,1459.767,0.80850464,937.8266,1,1289.569,0.8979538,1072.376,"orf, hypothetical protein [b3240]",aaeB,p-hydroxybenzoic acid efflux system component,GO:0009274(peptidoglycan-based cell wall),chr:3384589-3384530,947747,b3240
A_07_P012680,1,4498.781,0.7829709,2949.077,0.99999994,4247.484,0.799372,2697.971,1,3206.569,0.9205559,2733.627,putative membrane protein [b3241],aaeA,p-hydroxybenzoic acid efflux system component,GO:0009274(peptidoglycan-based cell wall)|GO:0019866(organelle inner membrane),chr:3386602-3386543,947748,b3241
A_07_P010572,1,2922.154,0.73684245,1802.7,0.99999994,2830.33,0.79378295,1785.235,1,2382.467,0.9241169,2038.93,"orf, hypothetical protein [b3242]",aaeX,membrane protein of efflux system,,chr:3387333-3387274,947751,b3242
A_07_P012686,0.99999994,5219.136,0.87052655,3803.876,1,5825.462,0.86440194,4001.314,0.99999994,5151.152,0.8246508,3933.897,putative transcriptional regulator LYSR-type [b3243],aaeR,"predicted DNA-binding transcriptional regulator, efflux system",GO:0006350(transcription)|GO:0016563(transcription activator activity)|GO:0016564(transcription repressor activity),chr:3388391-3388450,947760,b3243
A_07_P012691,1,1591.051,0.65885967,877.6527,1,1256.684,0.84537697,844.176,1,974.3874,0.83836365,756.5064,suppresses inhibitory activity of CsrA [b3244],tldD,predicted peptidase,,chr:3388843-3388784,947749,b3244
