all genes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAC screening 05082013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample ()*,input pool 1,,,output pool 1,,,input pool 2,,,output pool 2,,,input pool 3,,,output pool 3,,,BAC2B24,,,BAC2B5,,,,,,,,,
A_07_P050588,1,P,1450.391,0.45940927,P,516.3218,1,P,2236.458,0.32957083,P,528.647,0.99999994,P,1244.019,0.35143584,P,583.0908,0.13031551,P,100.2511,0.27785605,P,210.3874,,Z1893,putative tail component of prophage CP-933X,,,959849,Z1893
A_07_P005134,1,P,11487.77,1.155251,P,10283.66,1,P,8689.139,1.2434847,P,7749.495,1,P,5712.915,1.1854417,P,9032.357,1.0780087,P,11458.53,1.0544055,P,11031.16,,ssuE,NAD(P)H-dependent FMN reductase,GO:0006790(sulfur metabolic process)|GO:0009055(electron carrier activity)|GO:0042594(response to starvation),chr:996634-996575,945947,b0937
A_07_P042976,1,P,6185.317,0.8264145,P,3960.915,1,P,3758.501,1.0255522,P,2764.577,1,P,2902.493,0.7532925,P,2916.07,2.7358224,P,12001.38,1.189595,P,5136.287,,Z3925,partial putative transposase,,,959339,Z3925
A_07_P050583,1,P,1483.154,0.39417255,P,453.0105,1,P,1986.31,0.29961392,P,426.8402,1,P,973.8547,0.3114627,P,404.5417,0.13323666,P,76.59771,0.31687477,P,179.3026,,Z1891,putative tail component of prophage CP-933X,,,959848,Z1891
A_07_P005130,1,P,4241.704,1.2953585,P,4257.611,1,P,3305.861,1.2486975,P,2960.725,1,P,2205.321,0.9957803,P,2928.859,0.999451,P,4054.001,0.94706845,P,3781.034,,ssuA,alkanesulfonate transporter subunit,GO:0006793(phosphorus metabolic process)|GO:0042597(periplasmic space),chr:995788-995729,945560,b0936
A_07_P042971,0.99999994,P,31631.47,0.7843975,P,19226.1,1,P,22957.5,0.9198848,P,15146.57,0.99999994,P,11746.84,0.7251014,P,11360.12,1.8312447,P,40690.44,1.1399478,P,24930.89,,Z3924,partial putative transposase,,,957279,Z3924
A_07_P050580,1,P,4684.359,0.47749123,P,1733.21,1,P,6329.156,0.30903584,P,1402.849,1,P,3998.832,0.28877303,P,1540.114,0.100934505,P,205.5445,0.18913075,P,379.0838,,Z1890,putative head-tail joining protein of prophage CP-933X,,,959847,Z1890
A_07_P048271,0.99999994,P,71.57485,0.5610751,P,31.11839,0.99999994,A,45.80451,0.8414854,P,27.64465,1,A,17.76609,0.7459143,A,17.67437,0.6741397,A,21.44111,0.84233624,A,26.36876,,Z2353,putative tail component of prophage CP-933R,,,961050,Z2353
A_07_P062546,1,P,21570.92,1.0746901,P,17963.36,1,P,14590.13,1.4534749,P,15209.78,1,P,9587.736,1.0683068,P,13660.77,0.899131,P,15297.59,0.90494186,P,15154.01,,,,,,,ECs1310
A_07_P054936,1,P,19742.4,0.68734324,P,10515,1,P,10222.96,0.90726656,P,6652.239,1,P,4500.332,0.6443392,P,3867.428,2.2642117,P,23059.13,1.277686,P,12807.28,,ECs2478,putative transposase,,,914190,ECs2478
A_07_P054931,1,P,10116.78,0.7225268,P,5664.113,1,P,5903.162,1.0316317,P,4367.829,1,P,3812.802,0.8806035,P,4478.038,3.5479295,P,23681.32,1.3564055,P,8911.018,,ECs2477,putative transposase,,,912346,ECs2477
A_07_P042966,1,P,33083.44,0.7791068,P,19973,0.99999994,P,22862.36,0.9868316,P,16181.56,1,P,13725.68,0.60838854,P,11137.25,1.817921,P,42951.39,1.0486557,P,24386.08,,Z3923,hypothetical protein,,,958065,Z3923
A_07_P050574,1,P,3348.528,0.51026005,P,1323.979,1,P,4319.099,0.33197704,P,1028.389,0.99999994,P,2329.664,0.27128989,P,842.9271,0.08802917,P,119.2272,0.24578892,P,327.6558,,Z1889,putative DNA packaging protein of prophage CP-933X,,,959846,Z1889
A_07_P005122,1,P,15310.53,1.0301718,P,12221.81,1,P,12054.85,0.9346662,P,8081.177,1,P,5452.851,0.50822085,P,3696.062,0.8251331,P,9372.935,1.0998596,P,12296.9,,ssuD,"alkanesulfonate monooxygenase, FMNH(2)-dependent",GO:0006790(sulfur metabolic process),chr:994552-994493,945557,b0935
A_07_P042964,1,P,1595.507,0.67916495,P,839.6719,1,P,1051.253,0.8378115,P,631.6985,1,P,468.39,0.65813845,P,411.1384,0.10097867,P,85.31807,0.16844095,P,140.0767,,,,,,,Z3921
A_07_P030996,1,P,10367.32,1.0081844,P,8099.2,1,P,8142.588,1.131602,P,6608.645,1,P,4826.421,1.124747,P,7240.076,1.0787622,P,9164.579,0.9012425,P,7535.904,,,,,,,c_0438
A_07_P048262,1,P,352.6042,0.55050594,P,150.4129,1,P,162.5859,0.36236507,P,42.25572,1,P,89.47026,0.89088506,P,106.3074,0.1638026,A,24.24159,0.45046762,P,65.61615,,Z2350,partial putative phage tail protein encoded by prophage CP-933R,,,961034,Z2350
A_07_P030993,1,P,12363.81,0.90080476,P,8630.155,1,P,9810.874,0.94130075,P,6623.573,0.99999994,P,5398.377,1.0350169,P,7452.016,0.9616725,P,8914.646,0.9858936,P,8995.262,,yahC,Hypothetical protein yahC,,,1034971,c_0437
A_07_P036297,0.99999994,P,2025.492,0.9809276,P,1539.583,1,P,1101.311,0.7166648,P,566.0859,1,P,425.2174,1.084915,P,615.2758,0.33620113,P,277.4521,0.69515383,P,564.6464,,sat,Aecreted auto transpoter toxin,,,1039573,c_3619
A_07_P054929,0.99999994,P,856.971,0.29263452,P,194.3244,1,P,133.9843,0.43627685,P,41.92493,0.99999994,P,337.5111,0.4720068,P,212.4709,0.43237677,P,72.05768,0.8558528,P,140.386,,ECs2473,hypothetical lipoprotein,,,912674,ECs2473
A_07_P062538,1,P,5212.168,0.9222526,P,3724.808,1,P,2526.776,0.7722976,P,1399.612,1,P,742.7264,0.90996957,P,901.4027,0.3758599,P,620.4135,0.7576325,P,1230.894,,,,,,,ECs1306
A_07_P062533,1,P,2805.168,1.0086079,P,2192.385,1,P,1638.037,0.75893885,P,891.6343,1,P,581.4313,0.9355025,P,725.4483,0.4589486,P,528.8682,0.7160345,P,812.1275,,ECs1305,hypothetical protein,,,912859,ECs1305
A_07_P054922,1,P,18950.27,1.2012899,P,17640.01,1,P,15654.09,1.10603,P,12417.98,1,P,8018.775,1.0628464,P,11366.89,0.7500264,P,11370.09,0.9508252,P,14187.14,,ECs2471,hypothetical protein,,,916910,ECs2471
A_07_P062530,1,P,3717.323,1.0717753,P,3087.235,1,P,2137.316,0.85701305,P,1313.749,1,P,699.2574,0.8261472,P,770.4733,0.29099345,P,451.4292,0.6511577,P,994.2588,,ECs1304,hypothetical protein,,,915173,ECs1304
A_07_P005118,0.99999994,P,14049.93,1.1451515,P,12467.31,1,P,11426.48,1.0495574,P,8601.515,1,P,6398.287,0.99714077,P,8509.094,0.9012219,P,10375.12,0.9746359,P,11043.6,,ssuC,alkanesulfonate transporter subunit,GO:0006793(phosphorus metabolic process)|GO:0009274(peptidoglycan-based cell wall)|GO:0042597(periplasmic space),chr:993689-993630,947216,b0934
A_07_P054920,1,P,4237.774,1.1580844,P,3802.889,1,P,3143.418,1.264113,P,2849.996,0.99999994,P,2156.7,1.0557795,P,3036.869,1.0712048,P,4091.035,0.97184175,P,3653.113,,ECs2464,putative cytochrome oxidase,,,912581,ECs2464
A_07_P050567,1,P,1452.468,0.54525065,P,613.6749,0.99999994,P,1608.989,0.4036502,P,465.8161,1,P,904.8836,0.39639384,P,478.3907,0.14940025,P,97.58169,0.1885801,P,121.2327,,Z1888,putative capsid protein of prophage CP-933X,,,959845,Z1888
A_07_P005114,1,P,14513.94,1.15348,P,12972.72,1,P,13579.21,1.0336863,P,10067.45,1,P,7159.187,0.87499005,P,8354.682,0.83737355,P,10212.45,0.92889094,P,11150.19,,ssuB,alkanesulfonate transporter subunit,GO:0005737(cytoplasm)|GO:0006790(sulfur metabolic process),chr:993219-993160,947220,b0933
A_07_P042956,0.99999994,P,706.0948,0.8698761,P,475.9442,1,P,545.8581,1.2859384,P,503.4498,1,P,170.067,1.2019141,P,272.6193,0.14933147,P,63.28395,0.15896691,P,66.30646,,Z3920,hypothetical protein,,,958058,Z3920
A_07_P050565,1,P,2494.678,0.49151498,P,950.1384,1,P,2617.643,0.38461474,P,722.0921,1,P,1784.368,0.2878185,P,684.9617,0.1263256,P,122.9123,0.24863409,P,238.1066,,Z1887,putative head-DNA stabilization protein of prophage CP-933X,,,959844,Z1887
A_07_P042954,1,P,184.6049,0.75359833,P,107.8,1,P,126.9076,1.3036177,P,118.6572,1,P,60.04015,0.5664491,A,45.35924,0.22274284,A,24.22955,0.7121207,P,76.24336,,Z3919,hypothetical protein,,,958051,Z3919
A_07_P042950,1,P,653.985,0.94486994,P,478.8235,1,P,634.551,1.1301843,P,514.3658,1,P,202.9809,0.5895403,P,159.5996,0.08835373,P,37.45031,0.18626973,P,77.71049,,Z3918,putative chaperone protein,,,958050,Z3918
A_07_P030986,0.99999994,P,15459.06,0.8966713,P,10741.18,1,P,14260.45,0.8023051,P,8205.953,1,P,7686.635,0.956885,P,9809.776,0.87227035,P,10032.23,0.951675,P,10773.13,,betT,choline transport protein BetT,,,1036262,c_0434
A_07_P048251,1,P,2113.3,0.879242,P,1439.81,1,P,1790.043,0.6467931,P,830.3957,1,P,1048.266,0.76641643,P,1071.518,0.35805017,P,520.6996,0.60468143,P,865.5195,,Z2346,partial putative phage tail protein encoded by prophage CP-933R,,,961027,Z2346
A_07_P030984,0.99999994,P,10639.61,0.9316892,P,7681.26,1,P,10154.99,0.71687233,P,5221.287,1,P,4360.9,0.82804054,P,4816.048,0.82515675,P,6062.535,0.9544054,P,6901.723,,betA,choline dehydrogenase,,,1036260,c_0431
A_07_P062524,0.99999994,P,1494.228,1.0255857,P,1187.475,1,P,684.876,1.1749706,P,577.1586,1,P,279.2705,0.9415757,P,350.7062,0.3406795,P,203.2603,0.558955,P,328.239,,ECs1303,hypothetical protein,,,913048,ECs1303
A_07_P054911,1,P,7436.108,1.1838818,P,6821.654,1,P,5356.689,1.3067849,P,5020.614,1,P,3185.446,1.0466864,P,4446.824,1.0546684,P,6803.132,1.0682522,P,6782.246,,ECs2455,exonuclease III,,,912924,ECs2455
A_07_P050559,1,P,2347.059,0.48581323,P,883.5457,1,P,2684.567,0.33851603,P,651.793,1,P,1645.009,0.30534568,P,669.9204,0.11507119,P,105.2096,0.21677196,P,195.0737,,Z1886,putative capsid protein of prophage CP-933X,,,959843,Z1886
A_07_P005106,1,P,11086.05,1.1745473,P,10089.81,1,P,9538.091,1.0652725,P,7287.497,0.99999994,P,4825.3,0.93825376,P,6038.203,1.0004582,P,9385.952,1.0244572,P,9459.758,,pepN,aminopeptidase N,,chr:992392-992451,947253,b0932
A_07_P005105,1,P,10113.47,1.1388826,P,8925.136,1,P,7633.865,1.1159961,P,6110.313,1,P,3857.002,1.0946587,P,5631.08,0.9514588,P,7397.66,1.0191692,P,7799.334,,pncB,nicotinate phosphoribosyltransferase,GO:0009435(NAD biosynthetic process)|GO:0042597(periplasmic space),chr:988544-988485,946648,b0931
A_07_P050553,1,P,2244.919,0.52065665,P,905.707,1,P,2778.361,0.32393488,P,645.5096,1,P,1340.01,0.35454795,P,633.6451,0.2284552,P,202.5885,0.3838737,P,335.0495,,Z1885,putative capsid structural protein of prophage CP-933X,,,959841,Z1885
A_07_P042941,1,P,462.7112,0.53432494,P,191.5804,1,P,602.3706,0.39524665,P,170.7608,1,P,131.2633,0.3759342,A,65.814,0.071959995,A,15.18564,0.25601667,P,53.17618,,Z3916,hypothetical protein,,,956667,Z3916
A_07_P050550,1,P,2199.733,0.50243497,P,856.4173,1,P,2679.342,0.35134283,P,675.1737,1,P,1734.405,0.29098338,P,673.1036,0.1154071,P,107.6225,0.2201318,P,202.0506,,Z1884,putative head-tail joining protein of prophage CP-933X,,,959840,Z1884
A_07_P042940,1,P,8519.249,0.98532194,P,6504.518,1,P,6860.135,0.91862154,P,4519.865,1,P,2979.112,1.0435848,P,4146.462,0.768134,P,4602.559,0.89927536,P,5303.492,,rluD,23S rRNA pseudouridine synthase D,,,960934,Z3888
A_07_P030976,0.99999994,P,70.98385,0.31637505,A,17.40193,1,A,38.0381,0.72450227,P,19.76582,1,A,21.33376,0.6488844,A,18.46281,0.5396529,A,17.40147,1.2022897,A,38.15816,,,,,,,c_0430
A_07_P048240,1,P,19586.78,1.0322146,P,15666.38,1,P,18356.75,0.76498115,P,10071.7,1,P,6151.557,0.88681614,P,7275.817,0.5669734,P,7497.458,0.95596755,P,12442.32,,,,,,,Z2342
A_07_P062519,1,P,4063.353,1.0787982,P,3396.725,1,P,2735.148,0.8648226,P,1696.54,0.99999994,P,758.0724,1.4139065,P,1429.534,0.24220729,P,523.295,0.48353586,P,1028.241,,ECs1302,putative regulatory protein,,,912895,ECs1302
A_07_P054909,1,P,15190.33,1.066242,P,12550.43,1,P,12604.82,1.1014417,P,9957.595,1,P,6669.31,0.98628956,P,8773.007,0.85814697,P,10538.56,0.96016544,P,11605.73,,ECs2431,hypothetical protein,,,913778,ECs2431
A_07_P054903,1,P,11201.64,1.1562636,P,10036.31,1,P,8412.145,1.3566033,P,8184.946,1,P,3848.708,1.3922346,P,7146.452,0.8879705,P,7478.693,0.9887407,P,8196.272,,ECs2427,hypothetical protein,,,912976,ECs2427
A_07_P062512,1,P,3771.514,1.0624584,P,3105.012,1,P,2190.301,1.0185629,P,1600.103,1,P,689.6537,1.6106397,P,1481.469,0.25078085,P,529.3209,0.42225787,P,877.2215,,ECs1301,transposase,,,915171,ECs1301
A_07_P016698,1,P,24962.59,1.0591289,P,20486.8,1,P,22580.77,0.94542605,P,15311.67,1,P,12623.08,0.9290726,P,15641.49,0.8551313,P,17569.11,0.9315623,P,18838.04,,fepC,iron-enterobactin transporter subunit,GO:0005737(cytoplasm)|GO:0006826(iron ion transport),chr:618895-618836,945201,b0588
A_07_P016692,1,P,27277.57,1.0202655,P,21565.25,1,P,21367.77,1.119382,P,17155.12,1,P,12191.98,1.0077567,P,16386.76,0.9862826,P,21472.42,1.0137175,P,21722.18,,fepE,regulator of length of O-antigen component of lipopolysaccharide chains,GO:0006826(iron ion transport)|GO:0009274(peptidoglycan-based cell wall)|GO:0019866(organelle inner membrane),chr:618425-618484,945180,b0587
A_07_P050544,1,P,2282.764,0.65204173,P,1153.379,1,P,2427.214,0.48065275,P,836.7501,1,P,1444.652,0.44046244,P,848.6629,0.4522769,P,527.2736,0.5787833,P,664.1321,,Z1883,putative DNA packaging protein of prophage CP-933X,,,959839,Z1883
A_07_P016690,1,P,20684.63,1.1590794,P,18577.9,1,P,16749.02,1.1727371,P,14087.9,1,P,10332.47,1.059763,P,14604.14,1.0651836,P,19953.9,0.9475581,P,17470.93,,entF,"enterobactin synthase multienzyme complex component,  ATP-dependent",GO:0005737(cytoplasm)|GO:0006826(iron ion transport)|GO:0009239(enterobactin biosynthetic process)|GO:0015937(coenzyme A biosynthetic process)|GO:0019184(nonribosomal peptide biosynthetic process),chr:617196-617255,945184,b0586
A_07_P042932,1,P,10070.33,0.8684217,P,6776.571,1,P,8300.658,0.86865044,P,5171.468,1,P,3876.566,1.1832125,P,6117.487,1.0148102,P,7887.09,1.0184143,P,7790.463,,Z3866,hypothetical protein,,,957979,Z3866
A_07_P030969,0.99999994,P,115.2639,0.15363081,A,13.72168,1,A,9.165011,0.76064277,A,3.352435,0.99999994,A,5.69864,2.0248756,A,15.38979,0.9217556,A,9.069622,0.9025377,A,8.740687,,,,,,,c_0428
A_07_P048234,1,P,2061.389,0.6626263,P,1058.435,1,P,1382.794,0.69175154,P,686.0628,1,P,748.5086,0.60626173,P,605.2295,0.115388565,P,114.1771,0.23031387,P,224.3072,,Z2338,unknown protein encoded by prophage CP-933R,,,961021,Z2338
A_07_P036267,1,P,49.50462,0.80811554,P,30.99951,1,P,1094.679,0.023511175,A,18.45939,1,A,18.00185,1.7635674,A,42.34209,0.32580304,A,10.41471,0.910445,A,28.64525,,,,,,,c_0328
A_07_P062509,1,P,2550.073,1.361706,P,2690.739,1,P,1361.924,1.2094743,P,1181.424,1,P,475.7962,1.6574025,P,1051.749,0.33072016,P,464.1849,0.45759526,P,632.1479,,ECs1300,hypothetical protein,,,912838,ECs1300
A_07_P036262,1,P,1025.29,1.0700719,P,850.1495,1,P,565.8702,0.66370046,P,269.3675,1,P,124.8659,1.3897122,P,231.4365,0.28894868,P,100.02,0.4598192,P,156.6607,,,,,,,c_0327
A_07_P062501,1,P,3320.643,1.0501593,P,2702.172,1,P,1733.303,0.8348428,P,1037.852,1,P,478.0749,1.127031,P,718.6128,0.35783067,P,434.0067,0.6432983,P,767.9593,,ECs1299,putative integrase,,,912968,ECs1299
A_07_P050539,0.99999994,P,14797.06,1.0686083,P,12252.64,1,P,12556.32,1.1573083,P,10422.4,1,P,7416.433,0.9288333,P,9187.471,0.9958851,P,12243.54,0.9221037,P,11157.95,,Z1881,unknown protein encoded by prophage CP-933X,,,959837,Z1881
A_07_P016684,1,P,22622.238,1.1167934,P,19576.906,1,P,17305.834,1.2669603,P,15725.765,0.99999994,P,12812.02,0.8824851,P,15079.54,0.8497816,P,15470.328,0.87249357,P,15633.682,,fes,enterobactin/ferric enterobactin esterase,GO:0005737(cytoplasm)|GO:0006826(iron ion transport),chr:612460-612519,945181,b0585
A_07_P042926,1,P,9266.806,0.90469414,P,6496.321,1,P,8752.205,0.7925312,P,4974.966,1,P,3801.188,0.98251337,P,4981.051,0.99764234,P,6931.577,0.9992626,P,6833.507,,srmB,ATP-dependent RNA helicase SrmB,,,959293,Z3859
A_07_P050535,1,P,12249.07,1.0880059,P,10326.9,0.99999994,P,9627.748,1.3091861,P,9040.29,1,P,5408.978,1.1323421,P,8168.758,1.0298733,P,10403.38,0.9421485,P,9367.354,,Z1878,putative Bor protein of prophage CP-933X,,,959834,Z1878
A_07_P016680,0.99999994,P,19147.26,1.0186415,P,15113.45,1,P,15623.99,1.0492643,P,11757.99,1,P,8044.936,0.96659964,P,10371.28,0.88259923,P,12969.03,0.97980696,P,14170.7,,fepA,iron-enterobactin outer membrane transporter,GO:0006826(iron ion transport)|GO:0009274(peptidoglycan-based cell wall)|GO:0009279(cell outer membrane),chr:609750-609691,945193,b0584
A_07_P048229,1,P,1142.27,0.41503057,P,367.3538,1,P,721.7869,0.41427097,P,214.4617,1,P,503.3663,0.66749,P,448.1176,0.12387106,P,61.06783,0.2009242,P,97.49486,,Z2337,unknown protein encoded by prophage CP-933R,,,961020,Z2337
A_07_P042922,1,P,9280.777,0.9792263,P,7042.114,1,P,10010.31,0.7555394,P,5424.514,1,P,3778.519,0.9150267,P,4611.248,0.8099602,P,5647.28,0.96820736,P,6644.324,,yfiC,putative enzyme,,,959275,Z3857
A_07_P048221,1,P,4787.748,1.3929445,P,5167.741,1,P,3311.561,1.6914,P,4017.31,1,P,1727.711,1.5537285,P,3580.217,1.1376702,P,5666.095,0.9965443,P,4885.072,,Z2333,partial putative outer membrane protein,,,961017,Z2333
A_07_P030951,1,P,5094.952,0.9498057,P,3749.821,1,P,3988.936,1.1974142,P,3425.766,1,P,2079.033,0.6893865,P,1911.557,0.91596717,P,3457.81,0.8198146,P,3046.097,,,,,,,c_0417
A_07_P050529,0.99999994,P,2126.555,0.31993026,P,527.1905,1,P,3761.792,0.2993667,P,807.7084,1,P,1755.621,0.3378196,P,791.0041,0.10428811,P,115.3085,0.27143633,P,295.3938,,Z1876,putative endolysin of prophage CP-933X,,,959832,Z1876
A_07_P016673,1,P,50920.93,1.0338838,P,40794.7,0.99999994,P,44637.98,1.0309776,P,33007.3,0.99999994,P,29671.26,0.77237767,P,30565.31,0.8395142,P,34712,0.9202477,P,37450.98,,entD,phosphopantetheinyltransferase component of enterobactin synthase multienzyme complex,GO:0009239(enterobactin biosynthetic process)|GO:0009274(peptidoglycan-based cell wall)|GO:0019866(organelle inner membrane),chr:608741-608682,945194,b0583
A_07_P042916,1,P,9240.877,1.0698807,P,7660.978,0.99999994,P,8377.55,0.9624557,P,5783.011,1,P,4772.357,1.081749,P,6885.295,1.0406187,P,8422.349,0.9823597,P,7825.624,,Z3849,hypothetical protein,,,957939,Z3849
A_07_P042915,1,P,4496.3,0.8945945,P,3116.859,1,P,4086.543,0.87383676,P,2561.195,1,P,1914.482,0.94452363,P,2411.722,0.893675,P,3096.366,1.2232022,P,4171.361,,acpS,4'-phosphopantetheinyl transferase,,,957918,Z3844
A_07_P050524,1,P,2049.9,0.3511074,P,557.7098,1,P,3274.253,0.37117296,P,871.6554,1,P,1792.484,0.38094068,P,910.7009,0.09798575,P,120.8207,0.23265748,P,282.3594,,Z1875,putative holin protein of prophage CP-933X,,,959831,Z1875
A_07_P050520,1,P,2589.364,0.44931635,P,901.5316,1,P,3686.993,0.28707865,P,759.1532,1,P,1951.889,0.43805313,P,1140.368,0.1255637,P,165.2711,0.25634113,P,332.0917,,Z1874,putative antiterminator Q of prophage CP-933X,,,959830,Z1874
A_07_P048216,0.99999994,P,7782.017,1.2596503,P,7595.876,1,P,6107.192,1.4082584,P,6168.509,0.99999994,P,3175.834,1.5038667,P,6369.865,0.9604872,P,6436.119,1.0395129,P,6855.974,,ydbH,hypothetical protein,,,961013,Z2328
A_07_P048215,1,P,207.4077,0.5941111,P,95.48347,1,A,10.06206,0.69283026,A,3.578752,0.99999994,P,95.08386,2.2304864,P,282.8587,0.5492516,P,52.9971,1.0289983,P,97.72423,,ynbE,hypothetical protein,,,961012,Z2327
A_07_P048210,1,P,208.895,0.63950163,P,103.5155,1,A,36.99631,1.2279342,P,32.5829,1,P,117.6024,2.4870856,P,390.0947,0.60978013,P,79.39466,1.3472594,P,172.6538,,ydbL,hypothetical protein,,,961011,Z2326
A_07_P016666,1,P,16131.8,1.0984362,P,13730.72,1,P,13229.96,1.0631574,P,10088.17,1,P,8346.556,0.8466953,P,9425.352,0.9949434,P,13024.52,0.9745558,P,12556.74,,ybdK,gamma-glutamyl:cysteine ligase,,chr:605804-605745,947246,b0581
A_07_P042909,1,P,10413.16,1.0428028,P,8414.347,1,P,9958.041,0.9125004,P,6517.233,1,P,4561.794,1.1150222,P,6783.945,0.8931752,P,7480.04,0.8908519,P,7343.103,,Z3843,hypothetical protein,,,957917,Z3843
A_07_P016663,1,P,31670.53,0.99889344,P,24513.77,1,P,24554.57,1.0078492,P,17749.42,0.99999994,P,13189.67,1.1434243,P,20114.28,1.017389,P,24868.05,1.0232142,P,24616.6,,ybdJ,predicted inner membrane protein,,chr:605260-605201,947183,b0580
A_07_P042905,0.99999994,P,10007.73,0.94900167,P,7359.329,1,P,8220.308,0.90311366,P,5324.597,1,P,4159.634,1.0278844,P,5702.463,0.8142244,P,6069.248,0.95016915,P,6971.055,,yphG,hypothetical protein,,,957875,Z3825
A_07_P050513,1,P,11274.71,0.81163716,P,7090.926,1,P,10385.69,0.76649076,P,5709.506,0.99999994,P,4791.766,1.0461355,P,6685.697,0.66980076,P,5492.032,0.7470693,P,6029.137,,ybcN,hypothetical protein,,,959828,Z1872
A_07_P004696,1,P,13477.57,1.2203375,P,12744.63,1,P,10708.64,1.241671,P,9536.678,1,P,6007.287,1.1147726,P,8931.569,0.9080218,P,9898.943,0.9740995,P,10452.08,,grxA,"glutaredoxin 1, redox coenzyme for ribonucleotide reductase (RNR1a)",,chr:889846-889787,945479,b0849
A_07_P048204,1,P,35.51975,0.38543624,A,10.6086,1,A,10.21285,1.0061475,A,7.369955,1,P,88.67452,3.910864,P,462.5244,1.3996264,P,62.96055,2.412125,P,106.798,,Z2323,hypothetical protein,,,961009,Z2323
A_07_P004692,1,P,15184.69,1.135593,P,13361.78,1,P,14281.14,1.0042489,P,10286.33,1,P,9300.873,1.0069766,P,12491.26,0.9925638,P,13833.2,0.9491057,P,13019.24,,ybjM,predicted inner membrane protein,,chr:889622-889681,945477,b0848
A_07_P036237,1,P,31.06331,0.9446867,P,22.73899,0.99999994,P,64.98,0.33164114,A,15.45626,1,A,9.257653,1.322669,A,16.33109,0.49409154,A,10.74628,0.7805542,A,16.70939,,,,,,,c_0321
A_07_P016657,1,P,23863.71,1.0802609,P,19975.71,0.99999994,P,18385.42,1.1552278,P,15233.42,1,P,10312.33,1.0577357,P,14547.79,0.8083952,P,15094.13,0.85849416,P,15777.15,,ybdF,conserved protein,,chr:604888-604829,948302,b0579
A_07_P050509,1,P,17933.887,0.87431467,P,12150.044,1,P,14542.95,1.270111,P,13248.004,0.99999994,P,8772.282,0.98360497,P,11507.91,0.593346,P,8287.184,0.5750324,P,7904.931,,Z1871,unknown protein encoded by prophage CP-933X,,,959827,Z1871
A_07_P016654,1,P,39143.62,0.9747286,P,29565.17,1,P,35258.11,0.9024335,P,22820.78,1,P,19089.89,0.96402746,P,24544.6,0.858693,P,26209.19,0.93238795,P,28010.39,,nfsB,"dihydropteridine reductase, NAD(P)H-dependent, oxygen-insensitive",GO:0042493(response to drug),chr:604261-604202,945778,b0578
A_07_P050504,1,P,2763.292,0.58130914,P,1244.714,1,P,3730.775,0.42724332,P,1143.222,1,P,2632.619,0.41149518,P,1444.827,0.13535145,P,242.5451,0.25964904,P,457.9553,,Z1868,putative replication protein O of prophage CP-933X,,,959824,Z1868
A_07_P004688,1,P,12935.85,1.1163586,P,11190.11,1,P,10917.71,1.0453628,P,8185.681,1,P,4920.921,0.6465433,P,4243.333,0.78116095,P,7419.91,0.94271094,P,8813.4,,ybjL,predicted transporter,,chr:888030-887971,945474,b0847
A_07_P012296,1,P,20460.9,0.93368083,P,14803.31,1,P,13479.24,1.2536076,P,12119.46,1,P,8399.362,0.6619642,P,7415.56,0.96984404,P,14646.43,1.1820074,P,17569.4,,yqiB,predicted dehydrogenase,,chr:3174956-3174897,947518,b3033
